Diode,Best Distribution,p-value,Mean,Standard Deviation,Distribution Parameters,Product,Standard Deviation Product,Relative Error (%)
IN4007,norm,0.003855749385623621,3.197489872245949,1.6088034611493442,"3.1975, 1.6088",14736.03412557682,2875.305567904583,26.985317039401714
